Tour_ID,High Cost,Higher Cost,Highest Cost,Low Cost,Lower Cost,Normal Cost
tour_idynufedne,0.13453222752955635,0.02733341840317754,0.00012321403460860642,0.1469177908811299,0.03906757721180256,0.652025771939725
tour_id9r3y5moe,0.16113007508066743,0.7151622156057841,0.05839852724779458,0.0069163888963709695,0.004834334503294561,0.053558458666088486
tour_idf6itml6g,0.6339605922136992,0.2361959743566358,0.0021264428620500152,0.012348378932116356,0.005252883974964571,0.11011572766053394
tour_id99u4znru,0.03013222491405323,0.07446909712640677,3.6487580265930376e-05,0.4139647641004305,0.0695921564792463,0.41180526979959736
tour_idj4i9urbx,0.026847879091386806,0.010063892732703418,4.377035035456024e-05,0.16922114050203113,0.07668813732979345,0.7171351799937307
tour_ids94pi2qs,0.0851957794027905,0.04281481593566366,3.060989387573549e-05,0.09187877979926808,0.06906117999515178,0.7110188349732502
tour_id9xx2dq4e,0.12571844415693567,0.8427409971043751,0.0013800747173389077,0.009398911168690951,0.005814413075960465,0.01494715977669883
tour_id9q7cbwf5,0.022304027930392104,0.008563437554674912,2.802872935148213e-05,0.15413817624029053,0.098719992923653,0.716246336621638
tour_id28uzu8li,0.3001428685035545,0.44490475490725767,0.03489426126021649,0.006885360712311932,0.052532250589015964,0.16064050402764343
tour_idf7lvpips,0.020020283450465467,0.008390792800436806,3.3733198690534366e-05,0.34619327647197984,0.26941369686598504,0.35594821721244224
tour_id69abaq9f,0.20842335871117346,0.20349479963187117,0.0007144356327268851,0.09587319387850594,0.008609348564455433,0.48288486358126703
tour_id20ne7vgg,0.020524778982511344,0.0052129612432982855,3.1499291227711574e-05,0.40934865119929886,0.21003812636601732,0.3548439829176466
tour_ida99j69n7,0.1598429222846993,0.7986010887295223,0.005343384895985777,0.00195723013105502,0.002206836044476195,0.03204853791426132
tour_idzwulen6z,0.01162954759192019,0.004664253503537604,2.5100862122610887e-05,0.3381969341460694,0.5461015238538881,0.0993826400424622
tour_id82x4wwmo,0.2914036745658743,0.4454221781006403,0.007369427872169643,0.011200317332481127,0.0404288849826195,0.20417551714621526
tour_idlhvaq2mf,0.14940425479622735,0.024220999539797075,9.945203094675564e-05,0.04222934318367424,0.06283524915638644,0.7212107012929682
tour_id8t7kqb9n,0.6721227554557214,0.23612235885979663,0.006208241506162828,0.023941115153930596,0.004288575355324536,0.05731695366906386
tour_idrn7vpcu5,0.012006830561714336,0.009814220517570768,2.467309791920542e-05,0.27513046786777595,0.07938328015003604,0.6236405278049837
tour_idqk4wakw3,0.21350820147109853,0.6160598443498793,0.003472773213333837,0.0062762298622863096,0.005342257869037117,0.15534069323436495
tour_id6fa1ag4g,0.19413082210625657,0.10525088040722025,0.00017637617923996579,0.08210288651625326,0.028595276433917505,0.5897437583571125
tour_id8yxycz3h,0.19834154093488154,0.10626493361342407,5.895446798492901e-05,0.2273893787288291,0.04314370011238968,0.4248014921424906
tour_idq3khwer6,0.017464850494269605,0.010440731623907436,2.726268646646154e-05,0.14689482350995625,0.07489435769493048,0.7502779739904698
tour_idhgharflp,0.35697148485496116,0.032000251550684825,0.0003022205025052894,0.06801556431025041,0.03158719752963531,0.5111232812519629
tour_idqjzzhcvz,0.0935135917716755,0.19824583227909692,0.6481403088844423,0.013985832464985725,0.0035006975134671543,0.04261373708633241
tour_id0l0xaktp,0.04599812320747249,0.0143293496578763,0.00023072640630696786,0.18390031136781393,0.021514936608835127,0.7340265527516953
tour_idbg22qq89,0.08983475624064434,0.021447812629998966,0.00012527835751099326,0.18471888376955484,0.1848440105715999,0.519029258430691
tour_idwkhfwtqp,0.4778968899156975,0.48907261808719454,0.0008193457146921429,0.004051718439002886,0.003171704110370298,0.024987723733042665
tour_id34dyvoyk,0.12558688352312805,0.016687677680132094,0.00017410802214757153,0.051353689657104254,0.025854586635651107,0.7803430544818368
tour_id5cfn85zh,0.3107428466428091,0.03614501462189568,0.00011637682020553711,0.05696352180355898,0.03854607025611384,0.5574861698554169
tour_id84rchmqs,0.0074223325340707046,0.003819595573151701,1.434219256967814e-05,0.31737514075178547,0.49431100866615424,0.17705758028226817
tour_idjh4cjj2x,0.041382924295295186,0.015182313382290803,2.8332597006822314e-05,0.2592648857996682,0.11550358571474156,0.5686379582109974
tour_idzy1dc1xm,0.3424648486187589,0.35793512613331135,0.0034111244254025484,0.008371416248524704,0.07154815525175769,0.2162693293222448
tour_id80j7qu6z,0.2319167832814963,0.06891185557709403,0.0002558278615812533,0.06986274466345102,0.08669232330067651,0.5423604653157009
tour_iddtkykn6k,0.02055739073468365,0.005816341449469785,3.163787952968735e-05,0.2642547306679168,0.44495932664857973,0.2643805726198204
tour_idg04qytor,0.1339079050003326,0.7030759591150444,0.08827926394643555,0.006559051556787064,0.005276961644014459,0.06290085873738571
