Tour_ID,High Cost,Higher Cost,Highest Cost,Low Cost,Lower Cost,Normal Cost
tour_idynufedne,0.10798580596788532,0.04257386119577121,0.001923673865836817,0.0645262721168178,0.03218264243510474,0.7508077444185841
tour_id9r3y5moe,0.20789294381553608,0.616842021448331,0.04436456440244814,0.01150055954664736,0.020909858880099372,0.09849005190693783
tour_idf6itml6g,0.7095493383717545,0.1593395260328721,0.007196293162140539,0.008027654488807191,0.0053185407459196195,0.11056864719850633
tour_id99u4znru,0.03487954731778107,0.009869273777012686,0.0009503999516503034,0.2653315657476099,0.2303417480239713,0.4586274651819747
tour_idj4i9urbx,0.01828043926844072,0.006472864802195491,0.00027090404014329893,0.2786932615402685,0.34172515049871466,0.3545573798502372
tour_ids94pi2qs,0.025303811965324132,0.006272157988830148,0.00042182524133775487,0.12943688922731783,0.5556612506107756,0.28290406496641435
tour_id9xx2dq4e,0.1561361754208275,0.8027475945312589,0.005992955963318616,0.0035836070081703693,0.003602891369421341,0.0279367757070032
tour_id9q7cbwf5,0.015542832350293282,0.004278019951218736,0.0002066268366397417,0.28653948855705624,0.3701609417524285,0.32327209055236356
tour_id28uzu8li,0.25857855440796546,0.5116791336528796,0.01939991118240852,0.024454824157633927,0.029461945041867287,0.15642563155724515
tour_idf7lvpips,0.03885866725232617,0.01826681910954354,0.0008203265115919094,0.25479831482222676,0.29877957951843576,0.3884762927858758
tour_id69abaq9f,0.2489822354087985,0.4044867448561124,0.0346936638208806,0.05407550559867652,0.022598693144671306,0.23516315717086078
tour_id20ne7vgg,0.006678257458345376,0.0025389039434281302,0.00024608935590633675,0.28098198072730873,0.5232392348279552,0.1863155336870562
tour_ida99j69n7,0.1702723706700684,0.7498615926499207,0.026534422105845685,0.004178011828686506,0.005453486089767995,0.043700116655710754
tour_idzwulen6z,0.006083281126319344,0.0017179601874887883,0.0002600701570878091,0.08678496090937138,0.8451487889524791,0.060004938667253566
tour_id82x4wwmo,0.30650069031589383,0.4860267418371596,0.005818983330667883,0.02722393995302464,0.029879455467028256,0.14455018909622577
tour_idlhvaq2mf,0.167768213799545,0.030825312100500303,0.000808325162770434,0.07900812656858254,0.053766561642556956,0.6678234607260448
tour_id8t7kqb9n,0.6393758437287149,0.24340438651203736,0.00994932136481182,0.007970679849708567,0.006378480266862694,0.09292128827786467
tour_idrn7vpcu5,0.021233280292195015,0.005690706397615703,0.0005376268944968094,0.258749242299031,0.24496564485672595,0.4688234992599356
tour_idqk4wakw3,0.2027238334595122,0.7142144808467658,0.022613666974446427,0.00471717219871024,0.005630877440922664,0.05009996907964279
tour_id6fa1ag4g,0.21728859541956275,0.15093928352891514,0.003075079744264749,0.06624396490480766,0.03507324581963472,0.527379830582815
tour_id8yxycz3h,0.1327113500641062,0.036410038976829665,0.0006069370458779183,0.17218289695034172,0.10697416124607603,0.5511146157167685
tour_idq3khwer6,0.05449763378869122,0.010876743128696464,0.0004685194599905382,0.18754215392653537,0.13796413940398455,0.6086508102921019
tour_idhgharflp,0.20443382653762815,0.05749631552567579,0.0011600868776586147,0.06414401624538868,0.025825513539108898,0.6469402412745399
tour_idqjzzhcvz,0.23199030836454473,0.5895349103388722,0.0522831759640232,0.014504043060229177,0.020341066127335643,0.09134649614499507
tour_id0l0xaktp,0.06455354967569234,0.018922333896824937,0.0014249063827301487,0.1652421163558304,0.07034553907737726,0.679511554611545
tour_idbg22qq89,0.12339134921928027,0.023508845268564674,0.0006029890953879485,0.09127120315022628,0.06729574587735322,0.6939298673891876
tour_idwkhfwtqp,0.5899467345484695,0.31682741402216374,0.0034296521162492924,0.006936271853283446,0.004772804973644802,0.07808712248618932
tour_id34dyvoyk,0.13134707540258875,0.036784277554159306,0.0012050118960774449,0.14090636502014722,0.08642325514839189,0.6033340149786354
tour_id5cfn85zh,0.2361886373819812,0.0762479206084519,0.0022261766475527986,0.06101590883912655,0.028296456255161497,0.596024900267726
tour_id84rchmqs,0.018928298908954318,0.008889011022102072,0.0009298382749397151,0.28844059709683767,0.3365464359454248,0.34626581875174145
tour_idjh4cjj2x,0.09627714086159528,0.019018232546774344,0.00043391028716952587,0.17466262787763354,0.12149864249967794,0.5881094459271494
tour_idzy1dc1xm,0.2501888473679083,0.45790760632104965,0.013716040769011093,0.026892846272213784,0.03454813940454215,0.2167465198652749
tour_id80j7qu6z,0.2055370814828704,0.06114277216207448,0.004248583803203406,0.0980149948589613,0.07080512224824126,0.5602514454446492
tour_iddtkykn6k,0.024850000160379918,0.007290973139408223,0.0006380487115055871,0.20801449910502892,0.5093596815778508,0.24984679730582654
tour_idg04qytor,0.21888869372419156,0.6523961910572295,0.0466213723251486,0.00623101392736094,0.009170029854429978,0.06669269911163953
tour_idv9sccb8o,0.461439448959643,0.27535968520396253,0.0038522751664667684,0.019999016982749366,0.019457382504552333,0.219892191182626
tour_idfstvxwpt,0.2442640223913043,0.6036889783203644,0.007707449345751886,0.014424191219795846,0.013392903138235485,0.11652245558454825
tour_idw8zh4idj,0.2893161166220102,0.44579877668014367,0.0704125703117873,0.014821747831962984,0.02380898851831132,0.15584180003578463
tour_idri1bxxwf,0.11924801596717534,0.02807584822791045,0.000656603048033273,0.1646411253685965,0.11367152511761083,0.5737068822706736
tour_id9jns3l59,0.10849293428117279,0.7202531734306364,0.09612291631269237,0.008176873833523194,0.01131371607759558,0.055640386064379606
tour_idykz7qmpj,0.21000598099906626,0.14291142048738226,0.004879254177410377,0.06941241695237362,0.07552606994858774,0.4972648574351796
tour_idff7h0lmy,0.3793344894411537,0.39339527818618064,0.006252748117482943,0.03172675461852466,0.039037327637649645,0.15025340199900852
tour_idjhminmzn,0.6438563369394753,0.23412474631368765,0.010242805245235785,0.007524025405376066,0.005448895816056954,0.0988031902801682
tour_idiihytata,0.08553649215381115,0.8009483886050126,0.08425500588960229,0.00211639212748887,0.0033049053735303415,0.023838815850554824
tour_idp48ka6jb,0.1545027642063764,0.49170020057177194,0.11221351469053174,0.010462268956636003,0.019406943016366685,0.21171430855831727
tour_idthc6m7sk,0.2685688347729214,0.5704895546459292,0.014728137862695735,0.012842771237491332,0.015899797326415055,0.11747090415454722
tour_idikm37slu,0.31490982260262207,0.5631833961051496,0.02437281919884355,0.010783683794756506,0.009347502605964958,0.07740277569266327
tour_idvay0ce8g,0.009657534934403262,0.0026878841483688504,0.00020191538856289214,0.26275973876827546,0.5057133012790697,0.21897962548131994
tour_idljettp5j,0.007550160379648719,0.0022481775953316673,0.00019880904966559996,0.2874299731217153,0.504322196941276,0.19825068291236272
tour_id6b75m18g,0.009855402208066664,0.0028283237935892943,0.00024660854987218895,0.2677987747864258,0.5275118249827073,0.19175906567933867
tour_idh1qz4kip,0.37139471035389104,0.3068839148086591,0.012759442675667827,0.03501402184231103,0.025808816803343296,0.24813909351612773
tour_idct1mds8n,0.38276539005781574,0.5164787181155153,0.016114041641426307,0.00755839126822865,0.006948974111523587,0.07013448480549049
tour_idmdkapl5e,0.4241174977211463,0.4295116067877569,0.032439819501182285,0.011904275981079262,0.008610360881241206,0.09341643912759415
tour_idtxl27kyw,0.11280702284622496,0.03280532958453452,0.0018751239407986146,0.13512829180701408,0.10380727963184878,0.613576952189579
tour_id3f5s1s8k,0.20004309508911083,0.6514789278853265,0.033131640540317635,0.008662476539807678,0.01635314553404896,0.09033071441138851
tour_idmy8ugm33,0.18492566512294809,0.751690303959206,0.01757783803662385,0.0035039620928826853,0.004046761649969568,0.03825546913836976
tour_id15xhujqe,0.10359214247443888,0.7890144111014548,0.04697070924293341,0.004164183146231227,0.005807744198448317,0.050450809836493395
tour_idnvjzjzis,0.026704439281562017,0.008759188758835626,0.0005095431364802929,0.26204339878632055,0.2774244888077479,0.42455894122905363
tour_idicgj22ml,0.11586783856161678,0.8106954648961262,0.02975974026893007,0.003983752361275611,0.0046408738041322,0.03505233010791924
tour_ideq6kef16,0.2016084603388224,0.6756972721765488,0.03382621177625192,0.010681336292089682,0.014975098608819092,0.06321162080746819
tour_idm3ru5o69,0.2307072471031273,0.6100692641429039,0.04767906054904047,0.010034148546569449,0.010729193758485665,0.09078108589987333
tour_idtjnibi1v,0.01496287201043399,0.00460141908457157,0.0002797250047961729,0.2607365948320017,0.4245601514263105,0.29485923764188604
tour_id9mqg4jpi,0.6328070062598125,0.19344470904937594,0.005025953492943913,0.014507403352985749,0.011728298384149669,0.14248662946073232
tour_id6qtlrlj0,0.17843303484819825,0.06032136782605952,0.0011730605647703566,0.061776286103144236,0.022397002600066718,0.6758992480577609
tour_id7quxawwm,0.4679212164409432,0.1768872329313685,0.004458367832845421,0.024419962013964625,0.014704245772835032,0.3116089750080432
tour_id37beg9uz,0.3795096329011179,0.40877575774681413,0.015314435455625235,0.010407104480917143,0.018388473720320715,0.16760459569520497
tour_idmul4fjnn,0.09026864336109591,0.016191614940249514,0.0004580524508525931,0.1914972829982331,0.13059459323203212,0.5709898130175368
tour_idotkse0oz,0.32290923968683805,0.40754098294837937,0.01519410422345339,0.02508024499103666,0.022539128535665854,0.20673629961462678
tour_idctl4gkkk,0.382488619087994,0.4322138669768831,0.022634492027028007,0.017315849176512226,0.010863421547239077,0.1344837511843436
tour_idkzhlxsk5,0.30011501960515324,0.5115452606168543,0.029429649081378885,0.01085386449527144,0.014024437747915699,0.13403176845342638
tour_idt8nbpyzu,0.17670113184026096,0.1317030968765984,0.010234828248099572,0.14308421219534045,0.12086524540439664,0.41741148543530404
tour_idlvf31ik8,0.45151797193412707,0.29713299404299887,0.003112919813313591,0.020305874825853956,0.010727610233689532,0.21720262915001712
tour_idbgqv7ifs,0.033143600542779754,0.01196963382146601,0.0007358718819456772,0.2778460788337215,0.29509800659558627,0.38120680832450077
tour_id0prergei,0.010191269954229913,0.0029855898428171176,0.00023301987636718517,0.2516090097449521,0.5133088894078072,0.22167222117382643
tour_idj7tc65fn,0.23144320035116,0.07411980399394748,0.003662892799311035,0.09008349922866345,0.06254986931465895,0.5381407343122591
tour_idm1x1vxbw,0.007534583627818982,0.0031503394610091838,0.00021070870612465947,0.3046606268628032,0.49050304974652104,0.19394069159572286
tour_id21v0cxt1,0.3400366798144728,0.3331139343888898,0.01665398648905476,0.013487111806214109,0.02202522311349394,0.2746830643878745
tour_id1mcdpog2,0.08718769291037562,0.02264424516663011,0.0008132336522334634,0.09686128100488056,0.06947903062061567,0.7230145166452646
tour_idhqzs2gq8,0.04025970188173922,0.02252104542848367,0.0008490501800139116,0.24449044142303067,0.3131476561156799,0.37873210497105264
tour_idbjvcvpse,0.029725063652771118,0.006556942737155053,0.0004234393067195266,0.26170805123470003,0.295839364453533,0.40574713861512124
tour_idqmtjec5c,0.20201392118866499,0.04604728593060706,0.005496368278567338,0.04821885753220377,0.0728531314380963,0.6253704356318606
tour_idjylqwsbx,0.3223648210476253,0.49470436217456076,0.018937883419163363,0.008975592496268375,0.0126339733827192,0.14238336747966313
tour_id59lpui19,0.027649714819424447,0.013979947058369297,0.0005583118153678927,0.24219214467978048,0.41936495892691966,0.29625492270013826
tour_idfcuq5wgy,0.07982502529560422,0.02696077426752264,0.002811521508005085,0.06044618332259359,0.16837233329201068,0.6615841623142638
tour_id7pyzqpkw,0.1330551033284551,0.7422162933129608,0.05354117199802264,0.005619379052162375,0.013291154298746785,0.05227689800965234
tour_ideb9lf8br,0.3368865519558292,0.5090796543154738,0.01945599363015612,0.012902089355482746,0.007000175654284748,0.11467553508877334
tour_idzogf5dwk,0.22136252931410244,0.12353103080362123,0.006493986402812515,0.06568832939867995,0.03220857891489904,0.550715545165885
tour_id41mnpgqc,0.11839021240323161,0.7688038328897044,0.05999738656349528,0.006213231253387966,0.006121010199966407,0.04047432669021418
tour_idmwyzw189,0.032155583945247326,0.01720831610469984,0.0012603877619673206,0.24448245792355516,0.33647529596845477,0.3684179582960756
tour_idtjumeoc1,0.4058579680763129,0.3926911540608686,0.01983039394111662,0.011546215228517712,0.016110976087352603,0.15396329260583155
tour_idtncu3vvj,0.09155296627430433,0.029899633604461188,0.0012665427078738865,0.16364710971003488,0.15805751141891924,0.5555762362844064
tour_idzcavo88u,0.009465600536805016,0.0029050698328051752,0.0002556009335556446,0.14756661085474235,0.7340002497988729,0.10580686804321904
tour_idkot0odg6,0.0322242245905464,0.015674249246976187,0.0006785030787072983,0.27277243271985324,0.2969350636568355,0.3817155267070814
tour_id8z19zqq4,0.10999727761600925,0.8275942366276451,0.028217743649466387,0.0024521941301214895,0.0038211016406774234,0.02791744633608038
tour_idm10lb8m7,0.1542428049914481,0.055813143718538294,0.006867679025255122,0.09300356740300354,0.1429291107146295,0.5471436941471255
tour_idr3vd82x6,0.587632621200714,0.29866201772733353,0.014111277839433724,0.006504590540281269,0.006368322678039075,0.08672117001419838
tour_iduzdp7vc3,0.28047596885371745,0.526764814059614,0.034637473239337184,0.010211796287844212,0.01247604842714267,0.13543389913234458
tour_id095wm8uu,0.20552547523607015,0.0910017794624346,0.0018247725501113119,0.040341560741931605,0.017385557733743305,0.643920854275709
tour_idfr76spf4,0.6100983338618992,0.16251356730572863,0.005785293019433992,0.009214618191107807,0.013623353994346837,0.19876483362748354
tour_idjs9dcswi,0.45168959506982825,0.4414920089905718,0.006528556882277049,0.010405196594542497,0.006299985683195532,0.0835846567795849
tour_idz34rclqa,0.275271111988745,0.24419564740054336,0.005938719425070618,0.026148901551320915,0.01557583113426233,0.43286978850005786
tour_id68ja64qt,0.2714779491248712,0.09838399086408786,0.00586055289094537,0.05730930070480096,0.02339218230321129,0.5435760241120833
tour_idxac2uuqv,0.004954099713275159,0.001371920997215057,0.00013357099898070543,0.12545854371122175,0.7939238749055311,0.07415798967377615
tour_idf8oqfnlm,0.13764134807876682,0.05965515278046262,0.0019304024519316391,0.1449525182296021,0.1768580645825723,0.4789625138766645
tour_idvunzjwfc,0.20850103287488952,0.6528270646389952,0.022298367510362398,0.011100704710633895,0.014876457325874224,0.09039637293924462
